UID,GID,JobIDRaw,Group,Account,JobName,TimelimitRaw,Submit,Start,End,State,ExitCode,ReservationId,Reservation,Priority,Eligible,Constraints,SystemCPU,CPUTimeRAW,ElapsedRaw,Layout,NTasks,QOSREQ,QOS,Restarts,WorkDir,ConsumedEnergyRaw,FailedNode,AveDiskRead,AveDiskWrite,MaxDiskRead,MaxDiskWrite,Partition,Reason,Suspended,AllocNodes,AveRSS,MaxRSS,DerivedExitCode,AveVMSize,MaxVMSize,ReqMem,ReqNodes,NNodes,Planned,PlannedCPURAW,NCPUS,UserCPU,ReqCPUS,TotalCPU,TRESUsageInTot,TRESUsageOutTot,ReqTRES,AllocTRES,TRESUsageInMax,TRESUsageOutMax,Flags,Comment,SystemComment,AdminComment
1016,1016,457,test_user17,testing,test_user17-3YPi,74,2025-07-29T17:07:58,2025-07-29T17:07:59,2025-07-29T17:55:06,COMPLETED,0:0,1,system_testing,86400,2025-07-29T17:07:58,,00:00:00,361856,2827,,,,normal,0,/home/test_user17/stochsimsched,,,,,,,batch-cpu,None,00:00:00,1,,,0:0,,,1M,1,1,00:00:01,64,128,00:00:00,64,00:00:00,,,billing=64;cpu=64;mem=1M;node=1,billing=128;cpu=128;node=1,,,SchedMain;StartReceived,,,
1019,1019,458,test_user20,testing,test_user20-nH0S,40,2025-07-29T17:07:58,2025-07-29T17:07:59,2025-07-29T17:33:44,COMPLETED,0:0,1,system_testing,86400,2025-07-29T17:07:58,,00:00:00,988800,1545,,,,normal,0,/home/test_user20/stochsimsched,,,,,,,batch-cpu,None,00:00:00,5,,,0:0,,,5M,5,5,00:00:01,320,640,00:00:00,320,00:00:00,,,billing=320;cpu=320;mem=5M;node=5,billing=640;cpu=640;node=5,,,SchedMain;StartReceived,,,
1018,1018,459,test_user19,testing,test_user19-Hwsh,95,2025-07-29T17:07:58,2025-07-29T17:07:59,2025-07-29T18:42:22,COMPLETED,0:0,1,system_testing,86400,2025-07-29T17:07:58,,00:00:00,4349184,5663,,,,normal,0,/home/test_user19/stochsimsched,,,,,,,batch-cpu,None,00:00:00,6,,,0:0,,,6M,6,6,00:00:01,384,768,00:00:00,384,00:00:00,,,billing=384;cpu=384;mem=6M;node=6,billing=768;cpu=768;node=6,,,SchedMain;StartReceived,,,
1017,1017,460,test_user18,testing,test_user18-PHzy,32,2025-07-29T17:07:58,2025-07-29T17:07:59,2025-07-29T17:17:15,COMPLETED,0:0,1,system_testing,86400,2025-07-29T17:07:58,,00:00:00,427008,556,,,,normal,0,/home/test_user18/stochsimsched,,,,,,,batch-cpu,None,00:00:00,6,,,0:0,,,6M,6,6,00:00:01,384,768,00:00:00,384,00:00:00,,,billing=384;cpu=384;mem=6M;node=6,billing=768;cpu=768;node=6,,,SchedMain;StartReceived,,,
1014,1014,461,test_user15,testing,test_user15-wIWr,119,2025-07-29T17:08:04,2025-07-29T17:33:55,2025-07-29T19:25:54,COMPLETED,0:0,1,system_testing,86400,2025-07-29T17:08:04,,00:00:00,6880256,6719,,,,normal,0,/home/test_user15/stochsimsched,,,,,,,batch-cpu,None,00:00:00,8,,,0:0,,,8M,8,8,00:25:51,794112,1024,00:00:00,512,00:00:00,,,billing=512;cpu=512;mem=8M;node=8,billing=1024;cpu=1024;node=8,,,SchedMain;StartReceived,,,
1003,1003,462,test_user4,testing,test_user4-JO6t,14,2025-07-29T17:08:04,2025-07-29T18:42:22,2025-07-29T18:48:59,COMPLETED,0:0,1,system_testing,86400,2025-07-29T17:08:04,,00:00:00,406528,397,,,,normal,0,/home/test_user4/stochsimsched,,,,,,,batch-cpu,None,00:00:00,8,,,0:0,,,8M,8,8,01:34:18,2896896,1024,00:00:00,512,00:00:00,,,billing=512;cpu=512;mem=8M;node=8,billing=1024;cpu=1024;node=8,,,SchedMain;StartReceived,,,
1015,1015,463,test_user16,testing,test_user16-ZPct,114,2025-07-29T17:08:04,2025-07-29T18:48:59,2025-07-29T19:23:49,COMPLETED,0:0,1,system_testing,86400,2025-07-29T17:08:04,,00:00:00,2140160,2090,,,,normal,0,/home/test_user16/stochsimsched,,,,,,,batch-cpu,None,00:00:00,8,,,0:0,,,8M,8,8,01:40:55,3100160,1024,00:00:00,512,00:00:00,,,billing=512;cpu=512;mem=8M;node=8,billing=1024;cpu=1024;node=8,,,SchedMain;StartReceived,,,
1001,1001,464,test_user2,testing,test_user2-MhjD,45,2025-07-29T17:08:04,2025-07-29T17:34:39,2025-07-29T18:10:05,COMPLETED,0:0,1,system_testing,86400,2025-07-29T17:08:04,,00:00:00,544256,2126,,,,normal,0,/home/test_user2/stochsimsched,,,,,,,batch-cpu,None,00:00:00,2,,,0:0,,,2M,2,2,00:26:35,204160,256,00:00:00,128,00:00:00,,,billing=128;cpu=128;mem=2M;node=2,billing=256;cpu=256;node=2,,,SchedBackfill;StartReceived,,,
1008,1008,465,test_user9,testing,test_user9-X3Ld,48,2025-07-29T17:08:04,2025-07-29T19:23:49,2025-07-29T19:34:34,COMPLETED,0:0,1,system_testing,86400,2025-07-29T17:08:04,,00:00:00,660480,645,,,,normal,0,/home/test_user9/stochsimsched,,,,,,,batch-cpu,None,00:00:00,8,,,0:0,,,8M,8,8,02:15:45,4170240,1024,00:00:00,512,00:00:00,,,billing=512;cpu=512;mem=8M;node=8,billing=1024;cpu=1024;node=8,,,SchedMain;StartReceived,,,
1010,1010,466,test_user11,testing,test_user11-iiDw,118,2025-07-29T17:08:04,2025-07-29T17:34:09,2025-07-29T18:50:10,COMPLETED,0:0,1,system_testing,86400,2025-07-29T17:08:04,,00:00:00,583808,4561,,,,normal,0,/home/test_user11/stochsimsched,,,,,,,batch-cpu,None,00:00:00,1,,,0:0,,,1M,1,1,00:26:05,100160,128,00:00:00,64,00:00:00,,,billing=64;cpu=64;mem=1M;node=1,billing=128;cpu=128;node=1,,,SchedBackfill;StartReceived,,,
1013,1013,467,test_user14,testing,test_user14-nXJy,53,2025-07-29T17:08:04,2025-07-29T19:25:54,2025-07-29T19:44:06,COMPLETED,0:0,1,system_testing,86400,2025-07-29T17:08:04,,00:00:00,838656,1092,,,,normal,0,/home/test_user14/stochsimsched,,,,,,,batch-cpu,None,00:00:00,6,,,0:0,,,6M,6,6,02:17:50,3175680,768,00:00:00,384,00:00:00,,,billing=384;cpu=384;mem=6M;node=6,billing=768;cpu=768;node=6,,,SchedMain;StartReceived,,,
