time,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing
29.0977,0,0,0,111,401
29.203,0,0,0,113,399
29.2048,0,0,0,117,395
29.2054,0,0,0,118,394
29.2066,0,0,0,122,390
29.2084,0,0,0,125,387
29.2096,0,0,0,127,385
29.2102,0,0,0,128,384
29.2114,0,0,0,132,380
30.0018,0,0,0,128,384
30.0024,0,0,0,127,385
30.003,0,0,0,125,387
30.0036,0,0,0,123,389
30.0042,0,0,0,119,393
30.0048,0,0,0,117,395
30.0054,0,0,0,116,396
30.006,0,0,0,114,398
30.0066,0,0,0,112,400
30.0072,0,0,0,111,401
30.0074,0,0,0,112,400
30.0078,0,0,0,111,401
30.01,0,0,0,108,404
30.0106,0,0,0,105,407
30.0112,0,0,0,101,411
30.0118,0,0,0,97,415
30.0122,0,0,0,98,414
30.0124,0,0,0,97,415
30.0146,0,0,0,95,417
30.0152,0,0,0,93,419
30.0154,0,0,0,94,418
30.0158,0,0,0,90,422
30.0166,0,0,0,92,420
30.0174,0,0,0,93,419
30.0178,0,0,0,94,418
30.0288,0,0,0,98,414
30.0358,0,0,0,102,410
30.0442,0,0,0,104,408
30.0472,0,0,0,106,406
30.2024,0,0,0,110,402
30.206,0,0,0,113,399
30.2078,0,0,0,114,398
30.219,0,0,0,118,394
30.2218,0,0,0,121,391
30.2236,0,0,0,123,389
31.0018,0,0,0,121,391
31.0024,0,0,0,118,394
31.003,0,0,0,115,397
31.0036,0,0,0,112,400
31.0042,0,0,0,108,404
31.0048,0,0,0,104,408
31.0054,0,0,0,100,412
31.006,0,0,0,98,414
31.0066,0,0,0,97,415
31.0072,0,0,0,96,416
31.0078,0,0,0,95,417
31.0084,0,0,0,91,421
31.009,0,0,0,90,422
31.0096,0,0,0,89,423
31.0102,0,0,0,88,424
31.0108,0,0,0,84,428
31.0114,0,0,0,82,430
31.012,0,0,0,78,434
31.0122,0,0,0,79,433
31.0126,0,0,0,76,436
31.0152,0,0,0,77,435
31.0166,0,0,0,79,433
31.0166,0,0,0,80,432
31.0293,0,0,0,83,429
31.0424,0,0,0,85,427
31.0837,0,0,0,88,424
31.0843,0,0,0,91,421
31.1279,0,0,0,95,417
31.1351,0,0,0,99,413
31.2024,0,0,0,101,411
31.206,0,0,0,102,410
31.2106,0,0,0,105,407
31.2144,0,0,0,108,404
31.2156,0,0,0,110,402
32.0018,0,0,0,109,403
32.0024,0,0,0,107,405
32.003,0,0,0,106,406
32.0036,0,0,0,105,407
32.0042,0,0,0,101,411
32.0048,0,0,0,102,410
32.0048,0,0,0,100,412
32.007,0,0,0,96,416
32.0076,0,0,0,94,418
32.0082,0,0,0,92,420
32.0088,0,0,0,89,423
32.0094,0,0,0,85,427
32.01,0,0,0,83,429
32.0106,0,0,0,82,430
32.0112,0,0,0,81,431
32.0118,0,0,0,82,430
32.0118,0,0,0,81,431
32.014,0,0,0,79,433
32.0146,0,0,0,77,435
32.0152,0,0,0,74,438
32.0154,0,0,0,76,436
32.0158,0,0,0,74,438
32.0162,0,0,0,75,437
32.0164,0,0,0,76,436
32.018,0,0,0,72,440
32.0182,0,0,0,74,438
32.0218,0,0,0,75,437
32.0218,0,0,0,74,438
32.0256,0,0,0,71,441
32.0262,0,0,0,68,444
32.0318,0,0,0,69,443
32.037,0,0,0,73,439
32.0459,0,0,0,77,435
32.0478,0,0,0,80,432
32.0483,0,0,0,83,429
32.0506,0,0,0,85,427
32.0545,0,0,0,89,423
32.0552,0,0,0,91,421
32.0955,0,0,0,94,418
32.1019,0,0,0,97,415
32.2018,0,0,0,98,414
