Job ID,User ID,Queue Time,Start Time,End Time,Total Nodes Requested,Total CPU Cores Requested,Total Memory Requested (MB),Expected Duration (Sim Units),Assigned Node 1 ID,Assigned Node 1 Cores,Assigned Node 1 Mem (MB),Assigned Node 2 ID,Assigned Node 2 Cores,Assigned Node 2 Mem (MB),Additional Assigned Details
195,9,2002-07-28 01:07:19,2002-07-28 01:07:19,2002-07-28 01:07:20,4,8,NA,1,3,2,663647,5,2,663647,9;2;663647#10;2;663647
187,3,2002-07-28 01:07:11,2002-07-28 01:07:11,2002-07-28 01:07:21,4,8,NA,10,3,2,111723,5,2,111723,9;2;111723#10;2;111723
191,10,2002-07-28 01:07:15,2002-07-28 01:07:15,2002-07-28 01:07:22,1,2,NA,7,2,2,258534,,,,
193,6,2002-07-28 01:07:17,2002-07-28 01:07:17,2002-07-28 01:07:23,4,8,NA,6,4,2,153820,6,2,153820,11;2;153820#8;2;153820
196,8,2002-07-28 01:07:20,2002-07-28 01:07:20,2002-07-28 01:07:23,2,4,NA,3,8,2,630658,3,2,630658,
190,1,2002-07-28 01:07:14,2002-07-28 01:07:14,2002-07-28 01:07:24,4,8,NA,10,2,2,702347,4,2,702347,6;2;702347#11;2;702347
201,5,2002-07-28 01:07:25,2002-07-28 01:07:25,2002-07-28 01:07:26,2,4,NA,1,13,2,589544,14,2,589544,
202,4,2002-07-28 01:07:26,2002-07-28 01:07:26,2002-07-28 01:07:27,4,8,NA,1,13,2,862547,14,2,862547,15;2;862547#16;2;862547
203,9,2002-07-28 01:07:27,2002-07-28 01:07:27,2002-07-28 01:07:28,3,6,NA,1,13,2,984579,14,2,984579,15;2;984579
197,8,2002-07-28 01:07:21,2002-07-28 01:07:21,2002-07-28 01:07:30,2,4,NA,9,1,2,525920,5,2,525920,
198,10,2002-07-28 01:07:22,2002-07-28 01:07:22,2002-07-28 01:07:31,4,8,NA,9,7,2,842055,9,2,842055,10;2;842055#12;2;842055
200,7,2002-07-28 01:07:24,2002-07-28 01:07:24,2002-07-28 01:07:32,4,8,NA,8,2,2,879778,4,2,879778,6;2;879778#11;2;879778
199,6,2002-07-28 01:07:23,2002-07-28 01:07:23,2002-07-28 01:07:33,2,4,NA,10,3,2,567558,8,2,567558,
205,6,2002-07-28 01:07:29,2002-07-28 01:07:29,2002-07-28 01:07:34,3,6,NA,5,13,2,581577,14,2,581577,15;2;581577
209,10,2002-07-28 01:07:33,2002-07-28 01:07:33,2002-07-28 01:07:34,4,8,NA,1,3,2,391241,8,2,391241,4;2;391241#4;2;391241
206,5,2002-07-28 01:07:30,2002-07-28 01:07:30,2002-07-28 01:07:35,4,8,NA,5,13,2,330743,14,2,330743,15;2;330743#1;2;330743
204,5,2002-07-28 01:07:28,2002-07-28 01:07:28,2002-07-28 01:07:36,3,6,NA,8,3,2,351600,8,2,351600,1;2;351600
208,5,2002-07-28 01:07:32,2002-07-28 01:07:32,2002-07-28 01:07:37,2,4,NA,5,2,2,377590,2,2,377590,
210,7,2002-07-28 01:07:34,2002-07-28 01:07:34,2002-07-28 01:07:39,3,6,NA,5,3,2,673076,8,2,673076,13;2;673076
207,8,2002-07-28 01:07:31,2002-07-28 01:07:31,2002-07-28 01:07:40,2,4,NA,9,5,2,482290,5,2,482290,
213,4,2002-07-28 01:07:37,2002-07-28 01:07:37,2002-07-28 01:07:40,3,6,NA,3,1,2,770185,2,2,770185,6;2;770185
211,3,2002-07-28 01:07:35,2002-07-28 01:07:35,2002-07-28 01:07:41,1,2,NA,6,4,2,701948,,,,
212,10,2002-07-28 01:07:36,2002-07-28 01:07:36,2002-07-28 01:07:41,1,2,NA,5,4,2,277874,,,,
217,9,2002-07-28 01:07:41,2002-07-28 01:07:41,2002-07-28 01:07:43,4,8,NA,2,7,2,106738,9,2,106738,2;2;106738#4;2;106738
214,8,2002-07-28 01:07:38,2002-07-28 01:07:38,2002-07-28 01:07:44,2,4,NA,6,7,2,834543,9,2,834543,
215,8,2002-07-28 01:07:39,2002-07-28 01:07:39,2002-07-28 01:07:46,2,4,NA,7,3,2,961060,8,2,961060,
219,6,2002-07-28 01:07:43,2002-07-28 01:07:43,2002-07-28 01:07:49,3,6,NA,6,4,2,548238,2,2,548238,6;2;548238
216,2,2002-07-28 01:07:40,2002-07-28 01:07:40,2002-07-28 01:07:50,3,6,NA,10,1,2,289681,1,2,289681,2;2;289681
218,2,2002-07-28 01:07:42,2002-07-28 01:07:42,2002-07-28 01:07:50,3,6,NA,8,4,2,484593,5,2,484593,5;2;484593
223,6,2002-07-28 01:07:47,2002-07-28 01:07:47,2002-07-28 01:07:51,1,2,NA,4,12,2,833899,,,,
226,9,2002-07-28 01:07:50,2002-07-28 01:07:50,2002-07-28 01:07:51,3,6,NA,1,6,2,255462,8,2,255462,1;2;255462
221,1,2002-07-28 01:07:45,2002-07-28 01:07:45,2002-07-28 01:07:52,1,2,NA,7,11,2,897035,,,,
227,5,2002-07-28 01:07:51,2002-07-28 01:07:51,2002-07-28 01:07:53,3,6,NA,2,6,2,719676,8,2,719676,1;2;719676
220,6,2002-07-28 01:07:44,2002-07-28 01:07:44,2002-07-28 01:07:54,3,6,NA,10,7,2,810982,9,2,810982,10;2;810982
222,4,2002-07-28 01:07:46,2002-07-28 01:07:46,2002-07-28 01:07:56,4,8,NA,10,6,2,273180,3,2,273180,3;2;273180#8;2;273180
225,10,2002-07-28 01:07:49,2002-07-28 01:07:49,2002-07-28 01:07:56,4,8,NA,7,16,2,995334,17,2,995334,18;2;995334#19;2;995334
224,8,2002-07-28 01:07:48,2002-07-28 01:07:48,2002-07-28 01:07:57,3,6,NA,9,13,2,914852,14,2,914852,15;2;914852
229,2,2002-07-28 01:07:53,2002-07-28 01:07:53,2002-07-28 01:07:59,1,2,NA,6,6,2,375172,,,,
233,10,2002-07-28 01:07:57,2002-07-28 01:07:57,2002-07-28 01:08:00,4,8,NA,3,3,2,369718,9,2,369718,9;2;369718#10;2;369718
228,1,2002-07-28 01:07:52,2002-07-28 01:07:52,2002-07-28 01:08:02,3,6,NA,10,2,2,932495,4,2,932495,5;2;932495
230,7,2002-07-28 01:07:54,2002-07-28 01:07:54,2002-07-28 01:08:03,3,6,NA,9,8,2,407245,1,2,407245,1;2;407245
236,3,2002-07-28 01:08:00,2002-07-28 01:08:00,2002-07-28 01:08:03,3,6,NA,3,3,2,590794,10,2,590794,14;2;590794
237,5,2002-07-28 01:08:01,2002-07-28 01:08:01,2002-07-28 01:08:03,4,8,NA,2,9,2,735613,15,2,735613,16;2;735613#17;2;735613
238,3,2002-07-28 01:08:02,2002-07-28 01:08:02,2002-07-28 01:08:04,2,4,NA,2,9,2,156532,15,2,156532,
231,1,2002-07-28 01:07:55,2002-07-28 01:07:55,2002-07-28 01:08:05,1,2,NA,10,7,2,791364,,,,
234,1,2002-07-28 01:07:58,2002-07-28 01:07:58,2002-07-28 01:08:05,3,6,NA,7,11,2,921975,12,2,921975,13;2;921975
235,5,2002-07-28 01:07:59,2002-07-28 01:07:59,2002-07-28 01:08:05,4,8,NA,6,7,2,156984,10,2,156984,6;2;156984#14;2;156984
240,2,2002-07-28 01:08:04,2002-07-28 01:08:04,2002-07-28 01:08:05,2,4,NA,1,8,2,693645,10,2,693645,
232,6,2002-07-28 01:07:56,2002-07-28 01:07:56,2002-07-28 01:08:06,3,6,NA,10,8,2,330539,6,2,330539,3;2;330539
239,4,2002-07-28 01:08:03,2002-07-28 01:08:03,2002-07-28 01:08:06,1,2,NA,3,3,2,417381,,,,
242,7,2002-07-28 01:08:06,2002-07-28 01:08:06,2002-07-28 01:08:08,3,6,NA,2,2,2,572407,3,2,572407,4;2;572407
243,4,2002-07-28 01:08:07,2002-07-28 01:08:07,2002-07-28 01:08:09,4,8,NA,2,5,2,657090,6,2,657090,7;2;657090#8;2;657090
246,3,2002-07-28 01:08:10,2002-07-28 01:08:10,2002-07-28 01:08:13,4,8,NA,3,5,2,946672,6,2,946672,7;2;946672#8;2;946672
241,9,2002-07-28 01:08:05,2002-07-28 01:08:05,2002-07-28 01:08:14,1,2,NA,9,1,2,887180,,,,
245,7,2002-07-28 01:08:09,2002-07-28 01:08:09,2002-07-28 01:08:15,4,8,NA,6,3,2,266301,3,2,266301,4;2;266301#4;2;266301
244,5,2002-07-28 01:08:08,2002-07-28 01:08:08,2002-07-28 01:08:16,1,2,NA,8,2,2,881293,,,,
247,7,2002-07-28 01:08:11,2002-07-28 01:08:11,2002-07-28 01:08:16,1,2,NA,5,9,2,573701,,,,
251,3,2002-07-28 01:08:15,2002-07-28 01:08:15,2002-07-28 01:08:18,3,6,NA,3,1,2,945514,3,2,945514,4;2;945514
248,1,2002-07-28 01:08:12,2002-07-28 01:08:12,2002-07-28 01:08:20,2,4,NA,8,10,2,907987,11,2,907987,
255,1,2002-07-28 01:08:19,2002-07-28 01:08:19,2002-07-28 01:08:20,2,4,NA,1,1,2,290389,3,2,290389,
252,4,2002-07-28 01:08:16,2002-07-28 01:08:16,2002-07-28 01:08:21,1,2,NA,5,9,2,355788,,,,
254,10,2002-07-28 01:08:18,2002-07-28 01:08:18,2002-07-28 01:08:21,2,4,NA,3,2,2,249670,1,2,249670,
249,4,2002-07-28 01:08:13,2002-07-28 01:08:13,2002-07-28 01:08:23,2,4,NA,10,9,2,262477,5,2,262477,
250,7,2002-07-28 01:08:14,2002-07-28 01:08:14,2002-07-28 01:08:24,1,2,NA,10,5,2,702604,,,,
256,4,2002-07-28 01:08:20,2002-07-28 01:08:20,2002-07-28 01:08:25,4,8,NA,5,1,2,159058,3,2,159058,3;2;159058#4;2;159058
253,3,2002-07-28 01:08:17,2002-07-28 01:08:17,2002-07-28 01:08:26,1,2,NA,9,2,2,487950,,,,
257,9,2002-07-28 01:08:21,2002-07-28 01:08:21,2002-07-28 01:08:29,2,4,NA,8,6,2,899253,7,2,899253,
262,3,2002-07-28 01:08:26,2002-07-28 01:08:26,2002-07-28 01:08:29,1,2,NA,3,6,2,141296,,,,
258,2,2002-07-28 01:08:22,2002-07-28 01:08:22,2002-07-28 01:08:30,1,2,NA,8,9,2,604524,,,,
260,10,2002-07-28 01:08:24,2002-07-28 01:08:24,2002-07-28 01:08:30,1,2,NA,6,5,2,640104,,,,
263,4,2002-07-28 01:08:27,2002-07-28 01:08:27,2002-07-28 01:08:31,2,4,NA,4,2,2,979195,3,2,979195,
266,3,2002-07-28 01:08:30,2002-07-28 01:08:30,2002-07-28 01:08:31,2,4,NA,1,5,2,842987,7,2,842987,
261,2,2002-07-28 01:08:25,2002-07-28 01:08:25,2002-07-28 01:08:32,1,2,NA,7,1,2,959623,,,,
259,7,2002-07-28 01:08:23,2002-07-28 01:08:23,2002-07-28 01:08:33,1,2,NA,10,5,2,162953,,,,
264,2,2002-07-28 01:08:28,2002-07-28 01:08:28,2002-07-28 01:08:33,3,6,NA,5,4,2,784301,8,2,784301,10;2;784301
267,1,2002-07-28 01:08:31,2002-07-28 01:08:31,2002-07-28 01:08:35,2,4,NA,4,5,2,854540,2,2,854540,
265,10,2002-07-28 01:08:29,2002-07-28 01:08:29,2002-07-28 01:08:37,1,2,NA,8,6,2,758418,,,,
270,4,2002-07-28 01:08:34,2002-07-28 01:08:34,2002-07-28 01:08:37,1,2,NA,3,4,2,848150,,,,
269,7,2002-07-28 01:08:33,2002-07-28 01:08:33,2002-07-28 01:08:38,3,6,NA,5,2,2,152789,5,2,152789,6;2;152789
272,3,2002-07-28 01:08:36,2002-07-28 01:08:36,2002-07-28 01:08:38,3,6,NA,2,7,2,964375,8,2,964375,9;2;964375
271,2,2002-07-28 01:08:35,2002-07-28 01:08:35,2002-07-28 01:08:39,2,4,NA,4,2,2,266943,5,2,266943,
273,4,2002-07-28 01:08:37,2002-07-28 01:08:37,2002-07-28 01:08:39,1,2,NA,2,6,2,571010,,,,
268,4,2002-07-28 01:08:32,2002-07-28 01:08:32,2002-07-28 01:08:42,4,8,NA,10,1,2,452970,1,2,452970,3;2;452970#3;2;452970
274,2,2002-07-28 01:08:38,2002-07-28 01:08:38,2002-07-28 01:08:43,3,6,NA,5,2,2,517333,5,2,517333,4;2;517333
279,7,2002-07-28 01:08:43,2002-07-28 01:08:43,2002-07-28 01:08:45,2,4,NA,2,2,2,724018,4,2,724018,
277,10,2002-07-28 01:08:41,2002-07-28 01:08:41,2002-07-28 01:08:46,3,6,NA,5,9,2,990185,10,2,990185,11;2;990185
276,9,2002-07-28 01:08:40,2002-07-28 01:08:40,2002-07-28 01:08:47,4,8,NA,7,6,2,263742,7,2,263742,7;2;263742#8;2;263742
275,4,2002-07-28 01:08:39,2002-07-28 01:08:39,2002-07-28 01:08:48,4,8,NA,9,2,2,216088,4,2,216088,5;2;216088#6;2;216088
278,9,2002-07-28 01:08:42,2002-07-28 01:08:42,2002-07-28 01:08:50,4,8,NA,8,8,2,376731,1,2,376731,1;2;376731#3;2;376731
283,8,2002-07-28 01:08:47,2002-07-28 01:08:47,2002-07-28 01:08:50,2,4,NA,3,12,2,230505,8,2,230505,
285,6,2002-07-28 01:08:49,2002-07-28 01:08:49,2002-07-28 01:08:51,1,2,NA,2,9,2,987573,,,,
280,8,2002-07-28 01:08:44,2002-07-28 01:08:44,2002-07-28 01:08:53,3,6,NA,9,3,2,603994,5,2,603994,12;2;603994
282,7,2002-07-28 01:08:46,2002-07-28 01:08:46,2002-07-28 01:08:53,1,2,NA,7,4,2,828345,,,,
281,10,2002-07-28 01:08:45,2002-07-28 01:08:45,2002-07-28 01:08:54,1,2,NA,9,2,2,831542,,,,
284,6,2002-07-28 01:08:48,2002-07-28 01:08:48,2002-07-28 01:08:55,4,8,NA,7,5,2,253673,6,2,253673,6;2;253673#7;2;253673
289,9,2002-07-28 01:08:53,2002-07-28 01:08:53,2002-07-28 01:08:55,3,6,NA,2,5,2,390621,3,2,390621,12;2;390621
288,5,2002-07-28 01:08:52,2002-07-28 01:08:52,2002-07-28 01:08:57,1,2,NA,5,8,2,705774,,,,
286,4,2002-07-28 01:08:50,2002-07-28 01:08:50,2002-07-28 01:08:58,4,8,NA,8,3,2,250265,12,2,250265,7;2;250265#1;2;250265
292,10,2002-07-28 01:08:56,2002-07-28 01:08:56,2002-07-28 01:08:59,2,4,NA,3,9,2,930311,10,2,930311,
294,4,2002-07-28 01:08:58,2002-07-28 01:08:58,2002-07-28 01:08:59,1,2,NA,1,3,2,668349,,,,
287,6,2002-07-28 01:08:51,2002-07-28 01:08:51,2002-07-28 01:09:00,1,2,NA,9,1,2,429736,,,,
291,5,2002-07-28 01:08:55,2002-07-28 01:08:55,2002-07-28 01:09:02,4,8,NA,7,2,2,965269,4,2,965269,5;2;965269#6;2;965269
290,1,2002-07-28 01:08:54,2002-07-28 01:08:54,2002-07-28 01:09:03,1,2,NA,9,8,2,120132,,,,
293,3,2002-07-28 01:08:57,2002-07-28 01:08:57,2002-07-28 01:09:03,1,2,NA,6,3,2,133253,,,,
295,8,2002-07-28 01:08:59,2002-07-28 01:08:59,2002-07-28 01:09:03,1,2,NA,4,3,2,646235,,,,
298,6,2002-07-28 01:09:02,2002-07-28 01:09:02,2002-07-28 01:09:06,4,8,NA,4,2,2,805985,4,2,805985,5;2;805985#6;2;805985
296,1,2002-07-28 01:09:00,2002-07-28 01:09:00,2002-07-28 01:09:07,4,8,NA,7,8,2,449360,1,2,449360,1;2;449360#7;2;449360
302,1,2002-07-28 01:09:06,2002-07-28 01:09:06,2002-07-28 01:09:07,4,8,NA,1,2,2,449363,2,2,449363,4;2;449363#4;2;449363
301,4,2002-07-28 01:09:05,2002-07-28 01:09:05,2002-07-28 01:09:08,2,4,NA,3,9,2,253532,10,2,253532,
297,1,2002-07-28 01:09:01,2002-07-28 01:09:01,2002-07-28 01:09:09,4,8,NA,8,9,2,642223,10,2,642223,11;2;642223#12;2;642223
299,5,2002-07-28 01:09:03,2002-07-28 01:09:03,2002-07-28 01:09:13,1,2,NA,10,7,2,475034,,,,
300,5,2002-07-28 01:09:04,2002-07-28 01:09:04,2002-07-28 01:09:13,3,6,NA,9,8,2,462874,3,2,462874,3;2;462874
303,1,2002-07-28 01:09:07,2002-07-28 01:09:07,2002-07-28 01:09:14,4,8,NA,7,1,2,749426,2,2,749426,4;2;749426#5;2;749426
304,10,2002-07-28 01:09:08,2002-07-28 01:09:08,2002-07-28 01:09:14,3,6,NA,6,6,2,690169,13,2,690169,14;2;690169
307,8,2002-07-28 01:09:11,2002-07-28 01:09:11,2002-07-28 01:09:15,1,2,NA,4,11,2,511811,,,,
311,9,2002-07-28 01:09:15,2002-07-28 01:09:15,2002-07-28 01:09:16,4,8,NA,1,8,2,386101,9,2,386101,10;2;386101#1;2;386101
306,2,2002-07-28 01:09:10,2002-07-28 01:09:10,2002-07-28 01:09:17,3,6,NA,7,1,2,177367,2,2,177367,4;2;177367
305,7,2002-07-28 01:09:09,2002-07-28 01:09:09,2002-07-28 01:09:18,4,8,NA,9,7,2,569618,8,2,569618,9;2;569618#10;2;569618
310,7,2002-07-28 01:09:14,2002-07-28 01:09:14,2002-07-28 01:09:18,1,2,NA,4,7,2,214977,,,,
309,3,2002-07-28 01:09:13,2002-07-28 01:09:13,2002-07-28 01:09:19,2,4,NA,6,3,2,958975,15,2,958975,
313,4,2002-07-28 01:09:17,2002-07-28 01:09:17,2002-07-28 01:09:19,1,2,NA,2,1,2,895152,,,,
308,9,2002-07-28 01:09:12,2002-07-28 01:09:12,2002-07-28 01:09:21,1,2,NA,9,12,2,887060,,,,
312,10,2002-07-28 01:09:16,2002-07-28 01:09:16,2002-07-28 01:09:22,2,4,NA,6,8,2,221693,9,2,221693,
314,4,2002-07-28 01:09:18,2002-07-28 01:09:18,2002-07-28 01:09:23,2,4,NA,5,8,2,214806,9,2,214806,
320,10,2002-07-28 01:09:24,2002-07-28 01:09:24,2002-07-28 01:09:25,3,6,NA,1,7,2,981437,10,2,981437,11;2;981437
317,9,2002-07-28 01:09:21,2002-07-28 01:09:21,2002-07-28 01:09:26,1,2,NA,5,2,2,201346,,,,
315,9,2002-07-28 01:09:19,2002-07-28 01:09:19,2002-07-28 01:09:27,3,6,NA,8,12,2,140393,1,2,140393,1;2;140393
316,10,2002-07-28 01:09:20,2002-07-28 01:09:20,2002-07-28 01:09:28,2,4,NA,8,2,2,546164,3,2,546164,
323,3,2002-07-28 01:09:27,2002-07-28 01:09:27,2002-07-28 01:09:28,4,8,NA,1,12,2,168963,8,2,168963,9;2;168963#2;2;168963
321,10,2002-07-28 01:09:25,2002-07-28 01:09:25,2002-07-28 01:09:30,1,2,NA,5,12,2,878546,,,,
319,1,2002-07-28 01:09:23,2002-07-28 01:09:23,2002-07-28 01:09:31,3,6,NA,8,4,2,942726,5,2,942726,6;2;942726
318,10,2002-07-28 01:09:22,2002-07-28 01:09:22,2002-07-28 01:09:32,2,4,NA,10,8,2,689863,9,2,689863,
328,10,2002-07-28 01:09:32,2002-07-28 01:09:32,2002-07-28 01:09:33,2,4,NA,1,8,2,537907,9,2,537907,
322,10,2002-07-28 01:09:26,2002-07-28 01:09:26,2002-07-28 01:09:34,1,2,NA,8,7,2,518466,,,,
325,10,2002-07-28 01:09:29,2002-07-28 01:09:29,2002-07-28 01:09:34,1,2,NA,5,7,2,470631,,,,
327,3,2002-07-28 01:09:31,2002-07-28 01:09:31,2002-07-28 01:09:34,1,2,NA,3,2,2,329112,,,,
324,2,2002-07-28 01:09:28,2002-07-28 01:09:28,2002-07-28 01:09:35,4,8,NA,7,1,2,609010,2,2,609010,3;2;609010#10;2;609010
326,9,2002-07-28 01:09:30,2002-07-28 01:09:30,2002-07-28 01:09:38,3,6,NA,8,8,2,237781,9,2,237781,1;2;237781
330,10,2002-07-28 01:09:34,2002-07-28 01:09:34,2002-07-28 01:09:39,1,2,NA,5,5,2,586884,,,,
333,1,2002-07-28 01:09:37,2002-07-28 01:09:37,2002-07-28 01:09:39,2,4,NA,2,5,2,427830,7,2,427830,
329,3,2002-07-28 01:09:33,2002-07-28 01:09:33,2002-07-28 01:09:41,3,6,NA,8,8,2,794801,9,2,794801,4;2;794801
331,3,2002-07-28 01:09:35,2002-07-28 01:09:35,2002-07-28 01:09:43,1,2,NA,8,1,2,655085,,,,
332,7,2002-07-28 01:09:36,2002-07-28 01:09:36,2002-07-28 01:09:43,3,6,NA,7,2,2,770702,3,2,770702,6;2;770702
337,7,2002-07-28 01:09:41,2002-07-28 01:09:41,2002-07-28 01:09:44,3,6,NA,3,4,2,832274,8,2,832274,9;2;832274
340,8,2002-07-28 01:09:44,2002-07-28 01:09:44,2002-07-28 01:09:45,2,4,NA,1,11,2,443555,12,2,443555,
336,7,2002-07-28 01:09:40,2002-07-28 01:09:40,2002-07-28 01:09:46,3,6,NA,6,7,2,598536,11,2,598536,12;2;598536
334,2,2002-07-28 01:09:38,2002-07-28 01:09:38,2002-07-28 01:09:48,2,4,NA,10,1,2,285034,7,2,285034,
335,7,2002-07-28 01:09:39,2002-07-28 01:09:39,2002-07-28 01:09:48,2,4,NA,9,5,2,830743,10,2,830743,
342,4,2002-07-28 01:09:46,2002-07-28 01:09:46,2002-07-28 01:09:48,4,8,NA,2,7,2,543982,4,2,543982,8;2;543982#3;2;543982
339,5,2002-07-28 01:09:43,2002-07-28 01:09:43,2002-07-28 01:09:49,2,4,NA,6,1,2,628266,2,2,628266,
338,3,2002-07-28 01:09:42,2002-07-28 01:09:42,2002-07-28 01:09:51,2,4,NA,9,4,2,147656,8,2,147656,
345,1,2002-07-28 01:09:49,2002-07-28 01:09:49,2002-07-28 01:09:52,3,6,NA,3,1,2,970234,7,2,970234,9;2;970234
347,6,2002-07-28 01:09:51,2002-07-28 01:09:51,2002-07-28 01:09:52,4,8,NA,1,11,2,867923,12,2,867923,13;2;867923#14;2;867923
341,4,2002-07-28 01:09:45,2002-07-28 01:09:45,2002-07-28 01:09:53,1,2,NA,8,5,2,192906,,,,
348,1,2002-07-28 01:09:52,2002-07-28 01:09:52,2002-07-28 01:09:53,4,8,NA,1,1,2,823596,7,2,823596,9;2;823596#11;2;823596
343,1,2002-07-28 01:09:47,2002-07-28 01:09:47,2002-07-28 01:09:57,2,4,NA,10,2,2,325274,3,2,325274,
349,3,2002-07-28 01:09:53,2002-07-28 01:09:53,2002-07-28 01:09:57,2,4,NA,4,10,2,174311,4,2,174311,
351,10,2002-07-28 01:09:55,2002-07-28 01:09:55,2002-07-28 01:09:57,1,2,NA,2,3,2,504346,,,,
344,1,2002-07-28 01:09:48,2002-07-28 01:09:48,2002-07-28 01:09:58,4,8,NA,10,5,2,828507,4,2,828507,8;2;828507#6;2;828507
346,2,2002-07-28 01:09:50,2002-07-28 01:09:50,2002-07-28 01:10:00,1,2,NA,10,10,2,850373,,,,
352,1,2002-07-28 01:09:56,2002-07-28 01:09:56,2002-07-28 01:10:01,3,6,NA,5,1,2,830976,7,2,830976,9;2;830976
350,3,2002-07-28 01:09:54,2002-07-28 01:09:54,2002-07-28 01:10:03,1,2,NA,9,2,2,461873,,,,
353,3,2002-07-28 01:09:57,2002-07-28 01:09:57,2002-07-28 01:10:04,2,4,NA,7,2,2,334534,3,2,334534,
355,2,2002-07-28 01:09:59,2002-07-28 01:09:59,2002-07-28 01:10:04,2,4,NA,5,3,2,388521,5,2,388521,
354,5,2002-07-28 01:09:58,2002-07-28 01:09:58,2002-07-28 01:10:08,1,2,NA,10,4,2,782969,,,,
357,3,2002-07-28 01:10:01,2002-07-28 01:10:01,2002-07-28 01:10:08,3,6,NA,7,1,2,925097,6,2,925097,7;2;925097
356,3,2002-07-28 01:10:00,2002-07-28 01:10:00,2002-07-28 01:10:09,1,2,NA,9,5,2,428318,,,,
358,1,2002-07-28 01:10:02,2002-07-28 01:10:02,2002-07-28 01:10:11,1,2,NA,9,8,2,588975,,,,
360,6,2002-07-28 01:10:04,2002-07-28 01:10:04,2002-07-28 01:10:11,4,8,NA,7,2,2,271600,8,2,271600,5;2;271600#3;2;271600
362,2,2002-07-28 01:10:06,2002-07-28 01:10:06,2002-07-28 01:10:11,2,4,NA,5,9,2,473367,10,2,473367,
359,7,2002-07-28 01:10:03,2002-07-28 01:10:03,2002-07-28 01:10:12,1,2,NA,9,2,2,698830,,,,
363,6,2002-07-28 01:10:07,2002-07-28 01:10:07,2002-07-28 01:10:12,3,6,NA,5,11,2,723244,12,2,723244,13;2;723244
361,3,2002-07-28 01:10:05,2002-07-28 01:10:05,2002-07-28 01:10:13,3,6,NA,8,3,2,526785,9,2,526785,10;2;526785
364,3,2002-07-28 01:10:08,2002-07-28 01:10:08,2002-07-28 01:10:13,3,6,NA,5,11,2,305457,12,2,305457,13;2;305457
367,1,2002-07-28 01:10:11,2002-07-28 01:10:11,2002-07-28 01:10:13,4,8,NA,2,5,2,980399,7,2,980399,8;2;980399#14;2;980399
368,1,2002-07-28 01:10:12,2002-07-28 01:10:12,2002-07-28 01:10:14,3,6,NA,2,11,2,558721,12,2,558721,13;2;558721
366,1,2002-07-28 01:10:10,2002-07-28 01:10:10,2002-07-28 01:10:15,2,4,NA,5,4,2,841915,6,2,841915,
365,1,2002-07-28 01:10:09,2002-07-28 01:10:09,2002-07-28 01:10:18,1,2,NA,9,1,2,795194,,,,
371,2,2002-07-28 01:10:15,2002-07-28 01:10:15,2002-07-28 01:10:20,3,6,NA,5,3,2,100741,5,2,100741,7;2;100741
374,4,2002-07-28 01:10:18,2002-07-28 01:10:18,2002-07-28 01:10:21,1,2,NA,3,1,2,783276,,,,
376,8,2002-07-28 01:10:20,2002-07-28 01:10:20,2002-07-28 01:10:21,2,4,NA,1,2,2,530582,11,2,530582,
369,2,2002-07-28 01:10:13,2002-07-28 01:10:13,2002-07-28 01:10:22,4,8,NA,9,11,2,406978,12,2,406978,13;2;406978#2;2;406978
370,3,2002-07-28 01:10:14,2002-07-28 01:10:14,2002-07-28 01:10:23,4,8,NA,9,3,2,871006,5,2,871006,7;2;871006#8;2;871006
379,1,2002-07-28 01:10:23,2002-07-28 01:10:23,2002-07-28 01:10:24,4,8,NA,1,3,2,498113,5,2,498113,7;2;498113#7;2;498113
372,1,2002-07-28 01:10:16,2002-07-28 01:10:16,2002-07-28 01:10:25,4,8,NA,9,4,2,911596,6,2,911596,9;2;911596#10;2;911596
373,2,2002-07-28 01:10:17,2002-07-28 01:10:17,2002-07-28 01:10:25,3,6,NA,8,14,2,813786,15,2,813786,16;2;813786
377,5,2002-07-28 01:10:21,2002-07-28 01:10:21,2002-07-28 01:10:25,2,4,NA,4,3,2,166014,5,2,166014,
375,3,2002-07-28 01:10:19,2002-07-28 01:10:19,2002-07-28 01:10:27,1,2,NA,8,17,2,644469,,,,
381,1,2002-07-28 01:10:25,2002-07-28 01:10:25,2002-07-28 01:10:28,2,4,NA,3,17,2,354547,1,2,354547,
383,6,2002-07-28 01:10:27,2002-07-28 01:10:27,2002-07-28 01:10:29,3,6,NA,2,3,2,495662,17,2,495662,4;2;495662
380,6,2002-07-28 01:10:24,2002-07-28 01:10:24,2002-07-28 01:10:31,1,2,NA,7,7,2,911913,,,,
378,3,2002-07-28 01:10:22,2002-07-28 01:10:22,2002-07-28 01:10:32,4,8,NA,10,1,2,573095,2,2,573095,11;2;573095#12;2;573095
389,2,2002-07-28 01:10:33,2002-07-28 01:10:33,2002-07-28 01:10:34,3,6,NA,1,1,2,316668,2,2,316668,11;2;316668
382,8,2002-07-28 01:10:26,2002-07-28 01:10:26,2002-07-28 01:10:35,1,2,NA,9,3,2,535833,,,,
385,3,2002-07-28 01:10:29,2002-07-28 01:10:29,2002-07-28 01:10:35,4,8,NA,6,1,2,392201,2,2,392201,11;2;392201#12;2;392201
386,5,2002-07-28 01:10:30,2002-07-28 01:10:30,2002-07-28 01:10:35,1,2,NA,5,3,2,187385,,,,
