Diffsec,Nodes,State,Backfilled
100,1,COMPLETED,yes
68,3,COMPLETED,no
93,2,COMPLETED,no
93,7,COMPLETED,no
67,5,COMPLETED,no
98,7,COMPLETED,no
57,6,COMPLETED,no
91,5,COMPLETED,no
83,6,COMPLETED,no
73,5,COMPLETED,no
73,7,COMPLETED,no
94,1,COMPLETED,yes
65,9,COMPLETED,no
89,9,COMPLETED,no
62,5,COMPLETED,no
107,8,COMPLETED,no
95,9,COMPLETED,no
84,5,COMPLETED,no
65,3,COMPLETED,yes
70,4,COMPLETED,no
63,5,COMPLETED,no
91,10,COMPLETED,no
61,7,COMPLETED,no
83,8,COMPLETED,no
76,10,COMPLETED,no
73,7,COMPLETED,no
92,1,COMPLETED,yes
82,5,COMPLETED,no
58,2,COMPLETED,yes
59,5,COMPLETED,yes
78,3,COMPLETED,no
102,8,COMPLETED,no
88,6,COMPLETED,no
96,8,COMPLETED,no
87,1,COMPLETED,yes
66,4,COMPLETED,no
60,8,COMPLETED,no
118,1,COMPLETED,yes
77,1,COMPLETED,yes
75,8,COMPLETED,no
109,8,COMPLETED,no
98,3,COMPLETED,yes
105,9,COMPLETED,no
116,1,COMPLETED,yes
106,7,COMPLETED,no
106,2,COMPLETED,yes
112,8,COMPLETED,no
103,2,COMPLETED,no
116,9,COMPLETED,no
90,10,COMPLETED,no
78,5,COMPLETED,no
90,5,COMPLETED,no
107,4,COMPLETED,no
81,5,COMPLETED,no
99,4,COMPLETED,no
90,1,COMPLETED,yes
94,7,COMPLETED,no
65,9,COMPLETED,no
107,6,COMPLETED,no
78,9,COMPLETED,no
67,5,COMPLETED,no
93,9,COMPLETED,no
98,7,COMPLETED,no
67,2,COMPLETED,yes
78,5,COMPLETED,no
73,1,COMPLETED,yes
57,5,COMPLETED,no
108,4,COMPLETED,yes
71,2,COMPLETED,yes
84,7,COMPLETED,no
78,10,COMPLETED,no
108,2,COMPLETED,no
76,9,COMPLETED,no
99,5,COMPLETED,no
112,2,COMPLETED,no
66,8,COMPLETED,no
92,9,COMPLETED,no
66,9,COMPLETED,no
59,10,COMPLETED,no
96,1,COMPLETED,yes
97,5,COMPLETED,yes
99,9,COMPLETED,no
114,7,COMPLETED,no
65,9,COMPLETED,no
104,8,COMPLETED,no
82,1,COMPLETED,yes
82,3,COMPLETED,yes
93,2,COMPLETED,yes
59,9,COMPLETED,no
100,6,COMPLETED,no
117,8,COMPLETED,no
111,9,COMPLETED,no
105,7,COMPLETED,no
108,7,COMPLETED,no
102,9,COMPLETED,no
99,6,COMPLETED,no
83,7,COMPLETED,no
68,5,COMPLETED,no
107,10,COMPLETED,no
98,10,COMPLETED,no
94,3,COMPLETED,yes
109,10,COMPLETED,no
70,9,COMPLETED,no
99,4,COMPLETED,yes
78,1,COMPLETED,yes
109,8,COMPLETED,no
95,6,COMPLETED,no
83,8,COMPLETED,no
83,5,COMPLETED,no
111,3,COMPLETED,yes
91,8,COMPLETED,no
92,1,COMPLETED,yes
88,3,COMPLETED,yes
117,8,COMPLETED,no
94,10,COMPLETED,no
89,6,COMPLETED,no
58,9,COMPLETED,no
91,5,COMPLETED,no
107,1,COMPLETED,yes
98,10,COMPLETED,no
103,2,COMPLETED,yes
100,6,COMPLETED,no
104,3,COMPLETED,no
97,3,COMPLETED,no
92,9,COMPLETED,no
63,3,COMPLETED,yes
66,6,COMPLETED,no
117,5,COMPLETED,yes
65,4,COMPLETED,no
111,10,COMPLETED,no
107,10,COMPLETED,no
104,9,COMPLETED,no
95,2,COMPLETED,no
104,10,COMPLETED,no
92,9,COMPLETED,no
94,5,COMPLETED,yes
103,5,COMPLETED,no
83,1,COMPLETED,yes
101,6,COMPLETED,no
71,1,COMPLETED,yes
65,2,COMPLETED,no
106,5,COMPLETED,no
115,5,COMPLETED,no
89,6,COMPLETED,no
96,3,COMPLETED,no
103,8,COMPLETED,no
74,7,COMPLETED,yes
65,10,COMPLETED,no
74,7,COMPLETED,yes
103,7,COMPLETED,no
79,9,COMPLETED,no
77,6,COMPLETED,no
