min, reserved, allocated, completing
191,0,20,0
192,2,18,0
193,2,18,0
194,2,18,0
195,4,16,0
196,0,20,0
197,6,14,0
198,2,18,0
199,2,18,0
200,1,19,0
201,0,20,0
202,0,20,0
203,0,20,0
204,1,19,0
205,1,19,0
206,0,20,0
207,0,20,0
208,1,19,0
209,1,19,0
210,0,20,0
211,1,19,0
212,1,19,0
213,0,20,0
214,0,20,0
215,3,17,0
216,3,17,0
217,1,19,0
218,4,16,0
219,2,18,0
220,5,15,0
221,0,20,0
222,2,18,0
223,0,20,0
224,0,20,0
225,3,17,0
226,1,19,0
227,1,19,0
228,6,14,0
229,6,14,0
230,0,20,0
231,0,20,0
232,3,17,0
233,0,20,0
234,2,18,0
235,2,18,0
236,0,20,0
237,1,19,0
238,1,19,0
239,5,15,0
240,0,20,0
241,2,18,0
242,1,19,0
243,0,20,0
244,0,20,0
245,0,20,0
246,9,11,0
247,4,16,0
248,1,19,0
249,1,19,0
250,1,9,10
251,1,19,0
252,1,19,0
253,1,19,0
254,1,19,0
255,0,20,0
256,2,18,0
257,0,20,0
258,0,20,0
259,0,20,0
260,0,20,0
261,0,20,0
262,0,20,0
263,4,16,0
264,6,14,0
265,6,14,0
266,6,14,0
267,1,19,0
268,1,19,0
269,0,20,0
270,0,20,0
271,6,14,0
272,6,10,4
273,2,18,0
274,2,18,0
275,0,10,10
276,0,20,0
277,0,20,0
278,2,18,0
279,1,19,0
280,1,19,0
281,1,19,0
282,0,20,0
283,0,20,0
284,5,15,0
285,1,19,0
286,1,19,0
287,0,20,0
288,0,20,0
289,0,20,0
290,3,17,0
291,0,20,0
292,2,18,0
293,5,15,0
294,0,20,0
295,0,20,0
296,0,20,0
297,5,15,0
298,5,15,0
299,7,13,0
300,1,19,0
301,6,8,6
302,2,18,0
303,0,20,0
304,2,18,0
305,0,20,0
306,0,20,0
307,0,12,8
308,2,18,0
309,2,18,0
310,5,15,0
311,5,15,0
312,4,16,0
313,4,16,0
314,1,19,0
315,0,20,0
316,0,20,0
317,1,19,0
318,0,20,0
319,0,20,0
320,0,20,0
321,0,16,4
322,2,18,0
323,2,18,0
324,2,18,0
325,1,19,0
326,1,19,0
327,1,19,0
328,1,19,0
329,1,19,0
330,1,19,0
331,1,19,0
332,5,15,0
333,5,15,0
334,1,19,0
335,1,19,0
336,1,19,0
337,3,17,0
338,1,19,0
339,3,17,0
340,3,17,0
341,3,17,0
342,0,16,4
343,4,16,0
344,4,16,0
345,1,19,0
346,1,19,0
347,1,19,0
348,1,19,0
349,6,14,0
350,6,14,0
351,6,14,0
352,6,9,5
353,0,20,0
354,0,20,0
355,3,17,0
356,3,17,0
357,1,19,0
358,1,12,7
359,2,18,0
360,2,18,0
361,1,19,0
362,1,19,0
363,1,19,0
364,1,19,0
365,1,19,0
366,1,19,0
367,1,19,0
368,1,19,0
369,1,19,0
370,2,18,0
371,2,18,0
372,2,18,0
373,2,18,0
374,6,5,9
375,2,18,0
376,0,20,0
377,0,20,0
378,0,20,0
379,0,20,0
380,2,18,0
381,2,18,0
382,1,19,0
383,2,18,0
384,2,18,0
385,3,17,0
386,1,19,0
387,1,19,0
388,4,13,3
389,3,17,0
390,0,20,0
391,0,20,0
392,4,16,0
393,4,16,0
394,4,16,0
395,2,18,0
396,2,18,0
397,2,18,0
398,5,6,9
399,5,15,0
400,4,16,0
401,2,8,10
402,3,17,0
403,0,20,0
404,0,20,0
405,0,17,3
406,3,17,0
407,1,19,0
408,3,17,0
409,3,17,0
410,3,17,0
411,3,17,0
412,3,14,3
413,9,11,0
414,9,11,0
415,9,10,1
416,2,18,0
417,5,15,0
418,5,15,0
419,5,15,0
420,8,12,0
421,4,16,0
422,4,16,0
423,4,16,0
424,13,7,0
425,13,7,0
426,13,7,0
427,13,7,0
428,20,0,0
