min, reserved, allocated, completing
191,2,17,1
192,0,20,0
193,0,20,0
194,0,20,0
195,0,20,0
196,8,12,0
197,2,18,0
198,1,19,0
199,1,19,0
200,0,20,0
201,0,20,0
202,0,20,0
203,0,20,0
204,0,20,0
205,2,18,0
206,1,19,0
207,1,19,0
208,1,19,0
209,3,17,0
210,0,20,0
211,0,20,0
212,0,20,0
213,3,17,0
214,1,15,4
215,5,6,9
216,0,20,0
217,0,20,0
218,0,20,0
219,0,20,0
220,0,20,0
221,0,20,0
222,0,20,0
223,0,20,0
224,1,19,0
225,2,18,0
226,3,17,0
227,0,20,0
228,1,19,0
229,1,19,0
230,1,19,0
231,1,19,0
232,1,19,0
233,0,20,0
234,0,20,0
235,0,13,7
236,4,11,5
237,0,20,0
238,0,20,0
239,0,20,0
240,0,20,0
241,1,19,0
242,1,19,0
243,1,19,0
244,0,20,0
245,0,20,0
246,0,20,0
247,0,20,0
248,0,20,0
249,3,17,0
250,3,17,0
251,7,13,0
252,0,20,0
253,3,17,0
254,0,20,0
255,0,20,0
256,0,11,9
257,2,18,0
258,2,18,0
259,2,18,0
260,2,18,0
261,0,20,0
262,1,19,0
263,1,16,3
264,0,20,0
265,1,19,0
266,5,15,0
267,0,11,9
268,2,18,0
269,2,18,0
270,2,18,0
271,2,18,0
272,2,13,5
273,1,19,0
274,1,19,0
275,3,17,0
276,2,18,0
277,0,20,0
278,0,20,0
279,0,20,0
280,6,14,0
281,2,18,0
282,6,14,0
283,1,19,0
284,1,19,0
285,1,19,0
286,0,20,0
287,0,20,0
288,0,20,0
289,0,20,0
290,0,20,0
291,0,12,8
292,0,20,0
293,0,20,0
294,0,10,10
295,5,15,0
296,1,19,0
297,1,19,0
298,1,19,0
299,1,19,0
300,1,11,8
301,0,20,0
302,0,20,0
303,0,20,0
304,0,15,5
305,1,19,0
306,1,19,0
307,1,19,0
308,3,17,0
309,5,15,0
310,5,10,5
311,6,14,0
312,2,18,0
313,1,19,0
314,1,19,0
315,1,19,0
316,0,20,0
317,0,20,0
318,0,20,0
319,7,10,3
320,1,19,0
321,2,10,8
322,0,20,0
323,0,20,0
324,1,19,0
325,1,11,8
326,4,16,0
327,4,13,3
328,4,16,0
329,1,19,0
330,2,18,0
331,2,18,0
332,2,18,0
333,1,19,0
334,1,19,0
335,3,17,0
336,8,12,0
337,3,17,0
338,3,17,0
339,3,17,0
340,4,16,0
341,1,19,0
342,1,10,9
343,0,20,0
344,3,17,0
345,1,19,0
346,0,20,0
347,0,20,0
348,6,14,0
349,0,12,8
350,3,17,0
351,3,9,8
352,3,17,0
353,2,18,0
354,2,13,5
355,0,20,0
356,0,20,0
357,0,20,0
358,0,20,0
359,4,16,0
360,1,19,0
361,3,17,0
362,3,17,0
363,4,16,0
364,4,16,0
365,2,18,0
366,2,18,0
367,0,20,0
368,0,20,0
369,0,20,0
370,0,20,0
371,0,20,0
372,0,20,0
373,2,18,0
374,2,18,0
375,2,18,0
376,0,20,0
377,0,20,0
378,0,15,5
379,3,17,0
380,3,17,0
381,0,20,0
382,3,17,0
383,4,12,4
384,0,20,0
385,0,20,0
386,0,20,0
387,1,19,0
388,1,19,0
389,1,19,0
390,4,16,0
391,2,18,0
392,2,18,0
393,9,11,0
394,1,19,0
395,0,20,0
396,0,20,0
397,0,20,0
398,0,20,0
399,2,18,0
400,4,16,0
401,0,12,8
402,1,19,0
403,5,15,0
404,5,15,0
405,5,7,8
406,2,18,0
407,2,18,0
408,2,18,0
409,2,18,0
410,3,17,0
411,3,17,0
412,0,20,0
413,3,17,0
414,3,17,0
415,3,17,0
416,5,15,0
417,2,18,0
418,2,18,0
419,2,18,0
420,1,19,0
421,1,11,8
422,5,15,0
423,5,15,0
424,5,15,0
425,1,19,0
426,1,19,0
427,1,19,0
428,1,19,0
429,7,13,0
430,1,19,0
431,1,12,7
432,3,17,0
433,2,18,0
434,2,18,0
435,2,18,0
436,2,18,0
437,3,9,8
438,0,20,0
439,2,18,0
440,2,18,0
441,0,20,0
442,2,18,0
443,0,20,0
444,0,20,0
445,0,11,9
446,7,13,0
447,4,16,0
448,1,19,0
449,1,9,10
450,4,16,0
451,4,16,0
452,4,16,0
453,0,20,0
454,0,20,0
455,0,20,0
456,0,20,0
457,6,14,0
458,5,15,0
459,0,20,0
460,0,20,0
461,0,20,0
462,0,20,0
463,0,20,0
464,0,20,0
465,0,20,0
466,8,5,7
467,5,15,0
468,5,15,0
469,5,15,0
470,5,15,0
471,2,18,0
472,2,18,0
473,2,18,0
474,6,14,0
475,4,16,0
476,4,16,0
477,5,15,0
478,2,18,0
479,3,9,8
480,1,19,0
481,1,19,0
482,1,19,0
483,1,19,0
484,0,20,0
485,3,17,0
486,3,17,0
487,6,14,0
488,6,14,0
489,2,18,0
490,2,18,0
491,0,20,0
492,0,20,0
493,4,16,0
494,4,16,0
495,4,16,0
496,8,12,0
497,12,8,0
498,15,5,0
499,15,5,0
500,15,5,0
501,20,0,0
