UID,JobIDRaw,JobName,TimelimitRaw,Submit,Start,End,State,Priority,ElapsedRaw,QOS,Restarts,NNodes,Planned,Flags
1016,2458,test_user17-KM2K,6,2025-07-30T10:02:21,2025-07-30T10:02:22,2025-07-30T10:05:35,COMPLETED,86400,193,normal,0,10,00:00:01,SchedMain;StartReceived
1019,2459,test_user20-XJ2p,15,2025-07-30T10:02:21,2025-07-30T10:06:20,2025-07-30T10:09:58,COMPLETED,86400,218,normal,0,13,00:03:59,SchedMain;StartReceived
1017,2460,test_user18-8ylT,13,2025-07-30T10:02:21,2025-07-30T10:16:45,2025-07-30T10:25:01,COMPLETED,86400,496,normal,0,20,00:14:24,SchedMain;StartReceived
1018,2461,test_user19-7i7W,14,2025-07-30T10:02:21,2025-07-30T10:25:01,2025-07-30T10:32:41,COMPLETED,86400,460,normal,0,8,00:22:40,SchedMain;StartReceived
1005,2462,test_user6-zgR6,6,2025-07-30T10:02:31,2025-07-30T10:35:22,2025-07-30T10:37:39,COMPLETED,86400,137,normal,0,15,00:32:51,SchedMain;StartReceived
1001,2463,test_user2-EOtA,12,2025-07-30T10:02:31,2025-07-30T10:37:39,2025-07-30T10:48:59,COMPLETED,86400,680,normal,0,17,00:35:08,SchedMain;StartReceived
1008,2464,test_user9-fnAv,10,2025-07-30T10:02:31,2025-07-30T10:02:42,2025-07-30T10:08:33,COMPLETED,86400,351,normal,0,2,00:00:11,SchedBackfill;StartReceived
1006,2465,test_user7-TBBn,11,2025-07-30T10:02:32,2025-07-30T10:49:35,2025-07-30T10:56:31,COMPLETED,86400,416,normal,0,19,00:47:03,SchedMain;StartReceived
1012,2466,test_user13-crbo,5,2025-07-30T10:02:32,2025-07-30T10:02:42,2025-07-30T10:06:20,COMPLETED,86400,218,normal,0,7,00:00:10,SchedBackfill;StartReceived
1015,2467,test_user16-01T3,12,2025-07-30T10:02:32,2025-07-30T10:25:13,2025-07-30T10:34:17,COMPLETED,86400,544,normal,0,8,00:22:41,SchedBackfill;StartReceived
1014,2468,test_user15-ULmF,10,2025-07-30T10:02:32,2025-07-30T10:56:31,2025-07-30T11:03:30,COMPLETED,86400,419,normal,0,15,00:53:59,SchedMain;StartReceived
1004,2469,test_user5-QkvF,8,2025-07-30T10:02:32,2025-07-30T11:03:30,2025-07-30T11:11:39,TIMEOUT,86400,489,normal,0,14,01:00:58,SchedMain;StartReceived
1000,2470,test_user1-CIcF,12,2025-07-30T10:02:32,2025-07-30T11:11:39,2025-07-30T11:21:39,COMPLETED,86400,600,normal,0,19,01:09:06,SchedMain;StartReceived
1010,2471,test_user11-MSLG,10,2025-07-30T10:02:33,2025-07-30T10:06:42,2025-07-30T10:16:33,COMPLETED,86400,591,normal,0,3,00:04:09,SchedBackfill;StartReceived
1009,2472,test_user10-gzer,5,2025-07-30T10:02:33,2025-07-30T10:10:12,2025-07-30T10:14:33,COMPLETED,86400,261,normal,0,12,00:07:39,SchedBackfill;StartReceived
1007,2473,test_user8-S4dc,8,2025-07-30T10:02:33,2025-07-30T10:58:58,2025-07-30T11:06:48,COMPLETED,86400,470,normal,0,5,00:56:25,SchedBackfill;StartReceived
1003,2474,test_user4-uXfN,9,2025-07-30T10:02:33,2025-07-30T11:21:39,2025-07-30T11:27:13,COMPLETED,86400,334,normal,0,15,01:19:05,SchedMain;StartReceived
1011,2475,test_user12-83Vz,14,2025-07-30T10:02:34,2025-07-30T11:27:13,2025-07-30T11:41:40,TIMEOUT,86400,867,normal,0,15,01:24:39,SchedMain;StartReceived
1002,2476,test_user3-bEaP,14,2025-07-30T10:02:34,2025-07-30T11:41:44,2025-07-30T11:45:44,COMPLETED,86400,240,normal,0,19,01:39:10,SchedMain;StartReceived
1013,2477,test_user14-VRoN,9,2025-07-30T10:02:34,2025-07-30T10:09:42,2025-07-30T10:14:51,COMPLETED,86400,309,normal,0,4,00:07:08,SchedBackfill;StartReceived
1015,2478,test_user16-czmE,6,2025-07-30T10:03:49,2025-07-30T11:45:44,2025-07-30T11:51:21,COMPLETED,86400,337,normal,0,13,01:41:55,SchedMain;StartReceived
1011,2479,test_user12-MgwS,6,2025-07-30T10:03:58,2025-07-30T11:51:21,2025-07-30T11:56:03,COMPLETED,86400,282,normal,0,13,01:47:23,SchedMain;StartReceived
1012,2480,test_user13-gBcP,9,2025-07-30T10:04:03,2025-07-30T11:56:03,2025-07-30T12:01:54,COMPLETED,86400,351,normal,0,9,01:52:00,SchedMain;StartReceived
1000,2481,test_user1-D1uG,10,2025-07-30T10:04:09,2025-07-30T12:02:28,2025-07-30T12:09:40,COMPLETED,86400,432,normal,0,19,01:58:19,SchedMain;StartReceived
1005,2482,test_user6-SzCO,11,2025-07-30T10:04:14,2025-07-30T12:09:40,2025-07-30T12:14:13,COMPLETED,86400,273,normal,0,12,02:05:26,SchedMain;StartReceived
